County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
NASSAU,745836,Store,A,TWIGGS CONVENIENCE & SMOKE INC,TWIGGS CONVENIENCE & SMOKE,639,MIDDLE NECK ROAD,,,GREAT NECK,NY,11023,1000,POINT (-73.73532932 40.803840715)
SULLIVAN,751807,Store,JAC,DAVIDSONS GENERAL STORE INC,DAVIDSONS GENERAL STORE,2,GOFF ROAD STE 1,,,LIVINGSTON MANOR,NY,12758,0,POINT (-74.726644435 41.914032927)
BRONX,739463,Store,A,DOLLAR TOWN SMOKE & CANDY CONVENIENCE CO,DOLLAR TOWN SMOKE & CANDY CONVENIENCE,531,BROOK AVENUE,,,BRONX,NY,10455,800,POINT (-73.915217786 40.814805585)
KINGS,747471,Store,A,TABOU TREATS LLC,TABOU TREATS,806,HERKIMER ST,,,BROOKLYN,NY,11233,0,POINT (-73.926700742 40.678277877)
WESTCHESTER,707045,Store,JAC,AYU INC,MAMARONECK DELI GROCERY,454,MAMARONECK AVE,,,WHITE PLAINS,NY,10605,0,POINT (-73.760422558 41.022749036)
NASSAU,750203,Store,JAC,CIMICS CORPORATION,7-ELEVEN STORE #38468B,2663,JERUSALEM AVE,,,BELLMORE,NY,11710,0,POINT (-73.533282957 40.691723582)
ORANGE,336285,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 337,970,HOMESTEAD AVE,,,MAYBROOK,NY,12543,2200,POINT (-74.207287214 41.498144349)
ERIE,140347,Store,JAC,WHITE ARROW SERVICE STATIONS INC,JIMS TRUCK PLAZA,2125,WALDEN AVE,,,CHEEKTOWAGA,NY,14225,5000,POINT (-78.758354699 42.907481488)
QUEENS,740539,Store,JAC,SHIVALAY DELI INC,AMYS DELI,71-06,KISSENA BLVD,,,FLUSHING,NY,11367,2000,POINT (-73.815330478 40.72942534)
TIOGA,718993,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16036,1140,OWEGO RD,,,CANDOR,NY,13743,0,POINT (-76.311838429 42.165395503)
MONROE,260031,Store,JAC,RUBINOS ITALIAN FOODS INC,RUBINOS ITALIAN FOODS,1304,RIDGE RD E,,,ROCHESTER,NY,14621,7000,POINT (-77.582407546 43.198366134)
ORANGE,741202,Store,JAC,ROSITA'S FRUIT& VEGETABLE GROCERY,ROSITA'S FRUIT & VEGETABLE,30,GREENWICH AVENUE,,,GOSHEN,NY,10924,850,POINT (-74.324761515 41.401797557)
BRONX,716721,Store,JAC,749 HAPPY DELI GROCERY CORP,749 HAPPY DELI GROCERY,749,E 187TH ST,,,BRONX,NY,10458,750,POINT (-73.882809912 40.853814544)
NASSAU,733276,Store,JAC,LY FOODS INC,IN N OUT DELI,203,SOUTH FRANKLIN ST,,,HEMPSTEAD,NY,11550,1250,POINT (-73.623426051 40.699150828)
NEW YORK,746628,Store,JAC,PAPITO MEAT MARKET CORP,PAPITO MEAT MARKET,38,JEFFERSON STREET,,,NEW YORK,NY,10002,1800,POINT (-73.988641498 40.713008293)
WESTCHESTER,704368,Store,JAC,SCARSDALE FUEL & FOOD CORP,SCARSDALE FUEL & FOOD,1000,CENTRAL PARK AVE,,,SCARSDALE,NY,10583,0,POINT (-73.823928718 40.987388343)
KINGS,610329,Store,A,WALGREEN EASTERN CO INC,WALGREENS #12732,9408,3RD AVE,,,BROOKLYN,NY,11209,20000,POINT (-74.03363371 40.617610249)
SUFFOLK,713707,Store,JAC,LUCKY LOUS INC,LUCKY LOUS GOURMET RICE PUDDING,4603,MIDDLE COUNTRY RD,,,CALVERTON,NY,11933,0,POINT (-72.785975017 40.926817609)
BRONX,605856,Store,JAC,RIVERDALE GOURMET INC,RIVERDALE GOURMET,3543,RIVERDALE AVE,,,BRONX,NY,10463,1200,POINT (-73.907199657 40.886380165)
QUEENS,722423,Store,JAC,MEADOWS HALAL MEAT & GRILL INC,MEADOWS HALAL MEAT & GRILL,184-18,HORACE HARDING EXPWY,,,FRESH MEADOWS,NY,11365,1000,POINT (-73.789426877 40.739735794)
QUEENS,749366,Store,JAC,YP 107 DELI GROCERY CORP,Y.P. 107 DELI GROCERY,107-47,SUTPHIN BLVD,,,JAMAICA,NY,11435,0,POINT (-73.799741563 40.693491996)
SARATOGA,720636,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07701,15-13,CRESCENT RD,,,CLIFTON PARK,NY,12065,2500,POINT (-73.788317793 42.815185189)
QUEENS,701965,Store,JAC,VALERY GROCERY CORP,VALERY GROCERY,191-02,JAMAICA AVENUE,,,HOLLIS,NY,11423,1200,POINT (-73.768387881 40.71247818)
WESTCHESTER,552046,Store,JAC,MIKE SUSHI INC,MIKE SUSHI @ DECICCOS,21,CENTER ST,,,ARDSLEY,NY,10502,75,POINT (-73.845350646 41.012139842)
SUFFOLK,470242,Store,JAC,LI ZOOLOGICAL SOCIETY INC,ANIMAL FARM THE,296,WADING RIVER RD,,,MANORVILLE,NY,11949,600,POINT (-72.809566554 40.827612505)
QUEENS,738386,Store,JAC,HARMAN FOOD MARKET CORP,HARMAN FOOD MARKET,1711,HARMAN STREET,,,RIDGEWOOD,NY,11385,800,POINT (-73.914023449 40.704912045)
RICHMOND,709138,Store,JAC,NOME SUPERETTE & BAGELS INC,NOME SUPERETTE,452,NOME AVE,,,STATEN ISLAND,NY,10314,2500,POINT (-74.164958184 40.589893391)
ALBANY,010440,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #25518,638,COLUMBIA ST EXT,,,LATHAM,NY,12110,3000,POINT (-73.75280651 42.762116572)
KINGS,734502,Store,JAC,NEW HONG YUN GROCERY STORE INC,NEW HONG YUN GROCERY STORE,6701,8TH AVENUE,,,BROOKLYN,NY,11220,800,POINT (-74.01370825 40.631315499)
NEW YORK,621042,Store,JAC,NAMDOR INC,GRISTEDES 524,2610,FDR DR&WATERSIDE,,,NEW YORK,NY,10010,8000,POINT (-73.974429981 40.737040006)
GREENE,744535,Store,JAC,LIMEKILN FARM LLC,LIMEKILN FARM,523,LIMEKILN ROAD,,,WEST COXSACKIE,NY,12192,0,POINT (-73.853502671 42.391032452)
WESTCHESTER,552209,Store,JAC,LIM ENERGY INC,SUNOCO A PLUS,71,HUGUENOT ST,,,NEW ROCHELLE,NY,10801,2000,POINT (-73.776413218 40.913891918)
KINGS,757555,Store,JAC,FOODOO LLC,FOODOO / CAF� 28,28,TROOP AVE,AKA 251 WALLABOUT ST.,,BROOKLYN,NY,11206,0,POINT (-73.948463934 40.704017235)
CATTARAUGUS,040184,Store,JAC,MCCARTHY NORBERT A&LAUREEN,MCCARTHYS EMPORIUM,124,N UNION ST,,,OLEAN,NY,14760,5000,POINT (-78.429509168 42.0781622)
SUFFOLK,708988,Store,JAC,SANTONOCITO INC,7 ELEVEN STORE #35520A,231,WADING RIVER RD,,,CENTER MORICHES,NY,11934,0,POINT (-72.806907479 40.822044113)
BRONX,702614,Store,JAC,2001 GOURMET DELI INC,2001 GOURMET DELI,2001,CLINTON AVE,,,BRONX,NY,10457,2000,POINT (-73.888942531 40.846444671)
BROOME,712951,Store,JAC,MIRABITO HOLDINGS INC,MIRABITO STORE #77,1323,FRONT ST,,,BINGHAMTON,NY,13905,2750,POINT (-75.89310759 42.162285627)
NEW YORK,742906,Store,JAC,VSM NY HOLDINGS LLC,FAIRWAY MARKET OF 74TH ST,2131,BROADWAY,,,NEW YORK,NY,10023,25000,POINT (-73.981671275 40.780825518)
SUFFOLK,479291,Store,JAC,JAVAID W SHEIKH,7-ELEVEN FD STR 11240C,710,HORSEBLOCK ROAD,,,FARMINGVILLE,NY,11738,3000,POINT (-73.033607366 40.83137204)
RENSSELAER,720645,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07709,800,BURDEN AVE,,,TROY,NY,12180,1800,POINT (-73.695927585 42.703641398)
NEW YORK,709327,Store,JAC,GREEN OLIVE DELI CORP,GREEN OLIVE DELI,161,EAST 116TH ST,,,NEW YORK,NY,10029,950,POINT (-73.940942769 40.798520092)
SCHUYLER,752983,Store,JAC,MY OLIVE OIL 22 LLC,CRYSTAL CITY OLIVE OIL2,311,N FRANKLIN ST,,,WATKINS GLEN,NY,14891,2000,POINT (-76.873939585 42.380876938)
BRONX,735764,Store,JAC,ALBANIAN MARKET & DELI CORP,ALBANIAN MARKET & DELI,2009,WILLIAMSBRIDGE RD,,,BRONX,NY,10461,600,POINT (-73.854930445 40.854452826)
ROCKLAND,395430,Store,JAC,CAZZOLLA JOSEPH,LANE DELI,79,WASHBURNS LN,,,STONY POINT,NY,10980,1000,POINT (-73.992334732 41.224243283)
QUEENS,710366,Store,JAC,CHY FISH INC,CHY FISH,166-02,BAISLEY BLVD,,,JAMAICA,NY,11434,600,POINT (-73.776237952 40.678919806)
KINGS,610520,Store,JACH,JO MART CHOCOLATES CORP,JO MART CHOCOLATES,2917,AVENUE R,,,BROOKLYN,NY,11229,3000,POINT (-73.943584493 40.607491532)
ALLEGANY,725492,Store,JAC,ROBO IN CUBA LLC,STORY BLOCK GROCERY,92,GENESEE ST,,,CUBA,NY,14727,1400,POINT (-78.277772748 42.222597814)
QUEENS,734992,Store,JAC,TROPICAL DELI & GROCERY INC,TROPICAL DELI & GROCERY,44-02,BROADAY,,,ASTORIA,NY,11103,3500,POINT (-73.915760095 40.757326433)
QUEENS,636557,Store,JAC,M&N MEATS INC,BUTCHERS BLOCK THE,43-46,41ST STREET,,,SUNNYSIDE,NY,11104,0,POINT (-73.923374048 40.74414216)
QUEENS,637564,Store,JAC,111 FOOD MARKET CORP,111 FOOD MARKET,111-01,41ST AVE,,,CORONA,NY,11368,2000,POINT (-73.855391114 40.751031707)
QUEENS,638403,Store,JAC,DEBLASI BROTHERS DELI INC,BROTHERS ITALIAN FD WRL,161-10,CROSSBAY BLVD,,,HOWARD BEACH,NY,11414,4000,POINT (-73.839337255 40.655391887)
KINGS,753302,Store,JAC,FULTON ST FRUIT AND VEGETABLE,FULTON STREET FRUIT AND VEGETABLE,1932,FULTON ST,,,BROOKLYN,NY,11233,950,POINT (-73.921839992 40.678770272)
SUFFOLK,472892,Store,A,OP&H ENTERPRISES INC,SUNNYS DISCOUNT,142-1,WEST HILLS RD,,,HUNTINGTON STATION,NY,11746,3500,POINT (-73.420063226 40.833782801)
SCHENECTADY,420301,Store,JAC,COLD SPRING FUEL&FOOD SERVICE INC,COLD SPRING FUEL&FOODS,2415,HAMBURG ST,,,ROTTERDAM,NY,12303,1500,POINT (-73.932417451 42.779784032)
KINGS,750282,Store,JAC,DAY AND NIGHT DELI 1 CORP,DAY AND NIGHT DELI 1,950,BROADWAY NUM B,,,BROOKLYN,NY,11221,0,POINT (-73.935144336 40.69677745)
QUEENS,742936,Store,JAC,DELI FOR ME CORP,DELI FOR ME,187-44,HILLSIDE AVE,,,JAMAICA,NY,11432,550,POINT (-73.773736625 40.714928545)
WAYNE,755859,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24328,7,ROUTE 31,,,LYONS,NY,14489,0,POINT (-76.998487816 43.060765161)
SUFFOLK,709221,Store,JAC,NORTH SEA GAMBIT INC,PECONIC PRIME MEATS,235,N SEA RD,,,SOUTHAMPTON,NY,11968,1200,POINT (-72.397382777 40.893471926)
NIAGARA,735884,Store,JAC,SUNSET MINI MART INC,SUNSET MINI MART,4815,SUNSET DRIVE,,,LOCKPORT,NY,14094,2000,POINT (-78.731450717 43.180769292)
SUFFOLK,470144,Store,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 562,2390,N OCEAN AVE,,,FARMINGVILLE,NY,11738,68000,POINT (-73.020848464 40.828741029)
CORTLAND,737638,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #07790,160,CLINTON AVE,,,CORTLAND,NY,13045,0,POINT (-76.167234842 42.607890937)
KINGS,670363,Store,JABC,EXCELLENT KOSHER BAKING INC,SCHREIBERS BAKERY,3008,AVENUE M,,,BROOKLYN,NY,11210,3500,POINT (-73.945155178 40.619524424)
KINGS,619246,Store,JAC,H&H GROCERY&HALAL MEAT INC,H&H GROCERY&HALAL MEAT,1010,E 14TH ST,,,BROOKLYN,NY,11230,800,POINT (-73.962390383 40.624766383)
BRONX,709024,Store,JAC,LACONIA DISCOUNT & GRILL INC,LACONIA DISCOUNT & GRILL,4043,LACONIA AVE,,,BRONX,NY,10466,0,POINT (-73.848199692 40.886194045)
KINGS,730040,Store,JAC,WILSON FOOD MARKET CORP,WILSON FOOD MARKET,625,WILSON AVE,,,BROOKLYN,NY,11207,1600,POINT (-73.906348475 40.689816741)
BRONX,609065,Store,JAC,1105 TINTON DELI GROCERY CORP,1105 TINTON DELI GRCY,1105,TINTON AVE,,,BRONX,NY,10456,1200,POINT (-73.90163751 40.826577843)
WESTCHESTER,551823,Store,JAC,EL LOCO POLLO MEAT MARKET INC,EL LOCO POLLO MEAT MRKT,33,PARK HILL AVE,,,YONKERS,NY,10701,1200,POINT (-73.894430847 40.929137307)
BRONX,756031,Store,JAC,MAHYOOB DELI GROCERY CORP,MAHYOOB DELI GROCERY,56,W 183RD ST,,,BRONX,NY,10453,1600,POINT (-73.906093246 40.859027626)
CORTLAND,708104,Store,JAC,HAMLIN BARBARA J,PIED PIPER PRODUCTS,1335,W VALLEY RD,,,PREBLE,NY,13141,800,POINT (-76.254097929 42.836486894)
BRONX,739717,Store,JAC,1500 AMERICAN GOURMET CORP,1500 AMERICAN GOURMET CORP,1500,CASTLE HILL AVE,,,BRONX,NY,10462,1000,POINT (-73.852028211 40.836480139)
MONROE,260982,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #4744,338,WARING RD,,,ROCHESTER,NY,14609,10000,POINT (-77.566127795 43.184960328)
NASSAU,747921,Store,JAC,FRONT STREET FARMERS MARKET INC,FRONT STREET FARMERS MARKET,1275,FRONT STREET,,,UNIONDALE,NY,11553,0,POINT (-73.58336114 40.711520547)
GREENE,717599,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15881,729,RT 32A,,,PALENVILLE,NY,12463,0,POINT (-74.019827626 42.17424207)
WARREN,755456,Store,JAC,CHEF JAKES LLC,IZZY'S MARKET AND DELI,282,MAIN ST,,,NORTH CREEK,NY,12853,2400,POINT (-73.987010044 43.701139215)
MONROE,756314,Store,JAC,SHUAIBI MOHAMED HANI,MM'S GROCERY AND DELI,587,MAPLE ST,,,ROCHESTER,NY,14611,1200,POINT (-77.640863274 43.155188394)
QUEENS,745119,Store,A,MOMMY SHOP INC,MOMMY SHOP,56-56,MYRTLE AVE,,,RIDGEWOOD,NY,11385,1000,POINT (-73.904194158 40.700257616)
NEW YORK,721262,Store,JAC,RAYS SUPER DELI INC,RAYS SUPER DELI,452,HUDSON ST,,,NEW YORK,NY,10014,1000,POINT (-74.006491096 40.731357327)
KINGS,754612,Store,A,HUI FENG GROUP INC,HUI FENG GROUP,5217,8TH AVE,,,BROOKLYN,NY,11220,1100,POINT (-74.005151668 40.639537475)
WESTCHESTER,704050,Store,JAC,MIKE SUSHI INC,MIKE SUSHI,7,HALSTEAD AVE,,,HARRISON,NY,10528,0,POINT (-73.723065422 40.96191247)
WESTCHESTER,739897,Store,JAC,185 VALLEY STREET DELI GROCERY CORP,185 VALLEY STREET DELI GROCERY,185,VALLEY STREET,,,SLEEPY HOLLOW,NY,10591,1600,POINT (-73.861434801 41.08357546)
KINGS,734188,Store,JAC,YONY P DELI CORP,YONY P DELI,554,DEKALB AVENUE,,,BROOKLYN,NY,11205,2000,POINT (-73.954185841 40.690952489)
NEW YORK,750898,Store,A,METRORUN LLC,METRORUN,113,WEST 25TH STREET,,,NEW YORK,NY,10001,0,POINT (-73.992334117 40.744445841)
MONROE,741972,Store,JAC,SKSSARABHA INC,7 ELEVEN STORE# 21412F,3345,LAKE AVE,,,ROCHESTER,NY,14612,0,POINT (-77.626453944 43.231168419)
ESSEX,704456,Store,JABC,TOPS MARKETS LLC,TOPS MARKETS #710,7544,COURT ST,,,ELIZABETHTOWN,NY,12932,14000,POINT (-73.594915007 44.213304806)
KINGS,611454,Store,JAC,BUSHWICK GROCERY FOOD CORP,BUSHWICK GROCERY FOOD,1124,BUSHWICK AVE,,,BROOKLYN,NY,11221,1500,POINT (-73.918425624 40.689449194)
MONROE,756860,Store,A,FINE CITY MINI MARKET INC,FINE CITY MINI MARKET,255,JAY STREET,,,ROCHESTER,NY,14608,0,POINT (-77.626733397 43.159348249)
NEW YORK,621983,Store,JAC,MAYOL LUCIANO & MALLOL HENRY,LA RULETA MEAT MKT II,122,NAGLE AVE,,,NEW YORK,NY,10040,1200,POINT (-73.926765199 40.861029267)
ULSTER,720699,Store,JAC,SPEEDWAY LLC,SPEDWAY #07788,3572,RT 9W N,,,HIGHLAND,NY,12528,3600,POINT (-73.962874941 41.714408431)
BRONX,748846,Store,JAC,SOUTHERN BLVD GORMET DELI & SMOKE SHOP C,SOUTHERN BLVD GORMET DELI & SMOKE SHOP,1007,SOUTHERN BLVD,,,BRONX,NY,10459,600,POINT (-73.891980468 40.823039841)
ULSTER,736359,Store,JAC,KENT CHARLES,LOCUST GROVE FRUIT FARM,199,NORTH RD,,,MILTON,NY,12547,1000,POINT (-73.956189032 41.665538625)
QUEENS,730660,Store,A,M I TELECOM INC,CANDY GROCERY,37-70,74TH STREET,,,JACKSON HEIGHTS,NY,11372,500,POINT (-73.891595739 40.74703442)
KINGS,705983,Store,JAC,PREMIUM DELI INC,PREMIUM DELI,8220,13TH AVE,,,BROOKLYN,NY,11228,1200,POINT (-74.012122394 40.616005701)
BRONX,609181,Store,JABC,WESTERN BEEF RETAIL INC,WESTERN BEEF 29,2050,WEBSTER AVE,,,BRONX,NY,10457,34000,POINT (-73.897840927 40.851727953)
KINGS,670043,Store,JAC,PAPA KARLO FRESH MARKET INC,PAPA KARLO FRESH MARKET,1081,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,2500,POINT (-73.957154878 40.57827557)
BRONX,730638,Store,JAC,MERRIAM FOOD CENTER CORP,MERRIAM FOOD CENTER,1440,UNIVERSITY AVENUE,,,BRONX,NY,10452,900,POINT (-73.924289268 40.843629903)
BRONX,605286,Store,JAC,CHANG LI SUPERMARKET INC,CHANG LI SUPERMARKET,2079,BENEDICT AVE,,,BRONX,NY,10462,15000,POINT (-73.855088695 40.83487534)
QUEENS,638158,Store,JAC,KAIETEUR W IND FISH MKT&GRCRY INC,DAVE WEST INDIAN FISH MARKET,118-08,LIBERTY AVE,,,RICHMOND HILL,NY,11419,1200,POINT (-73.824652328 40.685962197)
FULTON,170129,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #1870,46,CHURCH ST,,,GLOVERSVILLE,NY,12078,7500,POINT (-74.34740123 43.051731113)
NASSAU,283122,Store,A,CVS ALBANY LLC,CVS PHARMACY #1963,510,MIDDLE NECK RD,,,GREAT NECK,NY,11023,12000,POINT (-73.734532955 40.800213782)
ERIE,141274,Store,JABC,TOPS MARKETS LLC,TOPS 202,3865,UNION RD,,,CHEEKTOWAGA,NY,14225,80500,POINT (-78.753985967 42.919421887)
TOMPKINS,746061,Store,A,TRADER JOES EAST INC,TRADER JOES #568,744,S MEADOW ST,,,ITHACA,NY,14850,0,POINT (-76.510583664 42.428977202)
NASSAU,734047,Store,JAC,WELL UNITY INC,WELL UNITY,1019,PROSPECT AVE,,,WESTBURY,NY,11590,0,POINT (-73.559265013 40.763232448)
ONEIDA,300664,Store,JAC,COURT STREET MARKET &DELI HQ CORP,COURT STREET MARKET,1038,COURT ST,,,UTICA,NY,13502,2000,POINT (-75.248654278 43.104559855)
QUEENS,639806,Store,JAC,MARIANITAS GROCERY CORP,MARIANITAS GROCERY,100-02,37TH AVE,,,CORONA,NY,11368,2000,POINT (-73.867068865 40.752466941)
SUFFOLK,748268,Store,A,SMITHTOWN FUEL INC,SMITHTOWN FUEL,377,VETERANS MEMORAIL HIGHWAY,,,SMITHTOWN,NY,11787,1500,POINT (-73.258544036 40.83264173)
QUEENS,709499,Store,JAC,SEA TOWN CORONA NY LLC,SEA TOWN CORONA,39-24,104TH ST,,,CORONA,NY,11368,7500,POINT (-73.861991025 40.750183962)
MONROE,262108,Store,JAC,KING FOOD MART INC,KING FOOD MART,1144,JOSEPH AVE,,,ROCHESTER,NY,14621,0,POINT (-77.608167062 43.186423724)
SUFFOLK,470358,Store,JAD,KSJ ENTERPRISES INC,BRIGHTWATERS BEVERAGE,242,ORINOCO DR,,,BRIGHTWATERS,NY,11718,2750,POINT (-73.26903952 40.719966069)
BRONX,753694,Store,JAC,DRAFT SNEAKERS INC,HUGOS GOURMET MARKET,6469,BROADWAY,,,BRONX,NY,10471,1400,POINT (-73.896638124 40.904013887)
CHAUTAUQUA,060124,Store,JAC,FARM TO MARKET FOODS INC,SAVE A LOT,194,FLUVANNA AVE,,,JAMESTOWN,NY,14701,20000,POINT (-79.248397387 42.115006071)
KINGS,748548,Store,JAC,NATURE DELI CORP,NATURE DELI,228,LIVINGSTON ST,,,BROOKLYN,NY,11201,0,POINT (-73.985038369 40.689235959)
ONONDAGA,757318,Store,A,THANG ASIAN MARKET LLC,THANG ASIAN MARKET,158,SWANSEA DRIVE,,,SYRACUSE,NY,13206,0,POINT (-76.118983578 43.07284265)
QUEENS,741958,Store,JAC,UNCLE TENG'S INC,UNCLE TENG'S CONVENIENCE STORE,22411,UNION TPKE,,,OAKLAND GARDENS,NY,11364,0,POINT (-73.746330148 40.735996752)
WESTCHESTER,744499,Store,JAC,REDA MINI MART CORP,REDA MINI MART,704,SAW MILL RIVER ROAD,,,YONKERS,NY,10710,0,POINT (-73.87027905 40.959614739)
SUFFOLK,740771,Store,JAC,LWIN FAMILY CO LLC,HISSHO SUSHI@STOP&SHOP#2520,245,NY-25A,,,ROCKY POINT,NY,11778,100,POINT (-72.948135004 40.944937278)
ORANGE,331073,Store,JAC,HATZLOCHO GAS INC,EXXON KOSHER,425,STATE RT 208,,,MONROE,NY,10950,2000,POINT (-74.189367711 41.338511548)
QUEENS,750115,Store,JAC,BLUE ISLAND SEAFOOD CORP,BLUE ISLAND SEAFOOD,28-19,STEINWAY STREET,,,ASTORIA,NY,11103,0,POINT (-73.913994028 40.764885066)
KINGS,613539,Store,JAC,GARCIA CELIA,RAFI DELI GROCERY,854,E NEW YORK AVE,,,BROOKLYN,NY,11203,1400,POINT (-73.934054605 40.662483103)
ONONDAGA,310628,Store,A,"KPH HEALTHCARE SERVICES, INC.",KINNEY DRUGS #44,1057,RT 5E,,,ELBRIDGE,NY,13060,5000,POINT (-76.4428896 43.0330412)
QUEENS,635612,Store,A,DOLLAR BUDGET INC,99 CENTS VILLAGE,218-13,JAMAICA AVE,,,QUEENS VILLAGE,NY,11428,3000,POINT (-73.736824986 40.718113501)
RICHMOND,737317,Store,JAC,K&K DELI & GROCERIES INC,K&K DELI & GROCERIES,1150,HYLAN BLVD,,,STATEN ISLAND,NY,10305,3000,POINT (-74.081068744 40.598464599)
RICHMOND,753688,Store,JAC,PRIME DELI CORP,PRIME DELI,2236,FOREST AVE. STORE #8,,,STATEN ISLAND,NY,10303,800,POINT (-74.164135165 40.626318921)
QUEENS,735145,Store,JAC,APPLE VALLEY DELI CORP,APPLE VALLEY DELI,37-29,104TH ST,,,CORONA,NY,11368,1500,POINT (-73.863025687 40.752718859)
HERKIMER,739124,Store,JAC,FASTRAC EG LLC,FASTRAC EG 275 - HERKIMER,201,W STATE ST,,,HERKIMER,NY,13350,0,POINT (-74.986584614 43.024908555)
NASSAU,757702,Store,JAC,BUSY BEE STORES CORP,VALERO SITE #128,3980,AUSTIN BLVD,,,ISLAND PARK,NY,11558,0,POINT (-73.64438039 40.612842706)
NEW YORK,727280,Store,JAC,NAMDOR INC,D'AGOSTINO SUPERMARKET #550,165,EAST 35TH STREET,STORE #550,,NEW YORK,NY,10016,15000,POINT (-73.977892042 40.746617252)
KINGS,670743,Store,JAC,KEAP ST GOURMET DELI CORP,KEAP ST GOURMET DELI,332,KEAP ST,,,BROOKLYN,NY,11211,1000,POINT (-73.954675763 40.708756238)
QUEENS,723884,Store,JAC,A & L DELI MEAT MARKET CORP,A & L DELI MEAT MARKET,102-02,37TH AVE,,,CORONA,NY,11368,3000,POINT (-73.865211519 40.752969352)
SUFFOLK,748685,Store,JAC,LUS LICENSING LLC,LIDL #8001,155,ISLIP AVE,,,ISLIP,NY,11751,30000,POINT (-73.206413292 40.735867881)
QUEENS,720141,Store,JAC,KARZINKA US INC,KARZINKA US,64-46A,108TH ST,,,FOREST HILLS,NY,11375,3000,POINT (-73.84921692 40.731689418)
DUTCHESS,723791,Store,JAC,TOPS MARKETS LLC,TOPS MARKETS #531,6734,ROUTE 9,,,RHINEBECK,NY,12572,65000,POINT (-73.899438015 41.947292235)
FULTON,175201,Store,A,COLONEY CENTRE INC,COLONEY CENTRE,746,RT 30,,,NORTHVILLE,NY,12134,1500,POINT (-74.189494445 43.215140083)
QUEENS,630724,Store,A,CHUN YOUNG OK,GRAND FARM,85-44,GRAND AVE,,,ELMHURST,NY,11373,1200,POINT (-73.880678142 40.735584027)
QUEENS,754269,Store,JAC,HALAL MART INC,BISMILLAH SUPERMARKET,109-19,LIBERTY AVE,,,SOUTH RICHMOND HILL,NY,11419,5000,POINT (-73.832097889 40.684504165)
NASSAU,756406,Store,JAC,MERRICK FINE FOODS INC,A-S FINE FOOD,2162,MERRICK RD,,,MERRICK,NY,11566,0,POINT (-73.543898805 40.658856714)
NEW YORK,751988,Store,JAC,1225 AMSTERDAM MARKET LLC,APPLE TREE MARKET,1225,AMSTERDAM AVE.,,,NEW YORK,NY,10027,4500,POINT (-73.958818519 40.809578882)
QUEENS,748118,Store,JABC,BRIANNA MC LLC,PANEPINTO BAKERY,71-19,ELIOT AVE,,,MIDDLE VILLAGE,NY,11379,3000,POINT (-73.886742533 40.721664159)
MONTGOMERY,720165,Store,JAC,"LAYNE CLINT, NICHOLS JAMES & HAYE",ROOT 162 FARM/SAP BUSH,256,KLEMME ROAD,,,SPRAKERS,NY,12166,1400,POINT (-74.487862622 42.883425594)
ALLEGANY,731485,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17999,8874,ST ROUTE 243,,,RUSHFORD,NY,14777,9217,POINT (-78.243933329 42.389218985)
KINGS,752772,Store,JAC,DON ELIGO GROCERY CORP,DON ELIGO GROCERY,2348,PITKIN AVENUE,,,BROOKLYN,NY,11207,0,POINT (-73.885619358 40.673301751)
QUEENS,633363,Store,JAC,100-17 BEACH CHANNEL DRIVE CORP,100-17 BEACH CHANNEL DR,100-17,BEACH CHANNEL DR,,,ROCKAWAY BEACH,NY,11694,1400,POINT (-73.822503208 40.585781229)
NASSAU,282904,Store,JAC,166 FOOD CENTER CORP,166 FOOD CENTER,166,W PARK AVE,,,LONG BEACH,NY,11561,1500,POINT (-73.669147237 40.588102304)
BROOME,035638,Store,A,ECKERD CORP,RITE AID 10803,201,CONKLIN AVE,,,BINGHAMTON,NY,13903,11500,POINT (-75.898316063 42.094795458)
KINGS,736228,Store,JAC,LOVE FIELD INC,SUNRISE MART,934,3RD AVENUE,,,BROOKLYN,NY,11232,5000,POINT (-74.006411216 40.655972376)
NASSAU,638242,Store,A,CVS ALBANY LLC,CVS PHARMACY #2027,251-21,JAMAICA AVE,,,BELLROSE,NY,11426,12000,POINT (-73.713386498 40.726917624)
KINGS,744427,Store,JAC,SALT & SEA PARTNERS LLC,PEARL STREET CAVIER,77,COMMERCE ST,,,BROOKLYN,NY,11231,2800,POINT (-74.008436619 40.680623888)
